UF_ATENDIMENTO;TIPO;CLASSIFICACAO;NACIONALIDADE;TOTAL
AC;ENTRADA;OUTROS;REPÚBLICA DOMINICANA;1
AC;ENTRADA;OUTROS;SUDÃO;8
AC;ENTRADA;OUTROS;SÍRIA;2
AC;ENTRADA;OUTROS;VENEZUELA;31
AC;ENTRADA;OUTROS;BOLÍVIA;1
AC;ENTRADA;OUTROS;CHILE;1
AC;ENTRADA;OUTROS;EQUADOR;2
AC;ENTRADA;OUTROS;HAITI;7
AC;ENTRADA;OUTROS;PERU;18
AC;ENTRADA;OUTROS;VENEZUELA;252
AC;ENTRADA;OUTROS;BOLÍVIA;2
AC;ENTRADA;OUTROS;ITÁLIA;3
AC;ENTRADA;OUTROS;PERU;4
AC;ENTRADA;OUTROS;BRASIL;1793
AC;SAIDA;PERMANENTE;ARGENTINA;1
AC;SAIDA;PERMANENTE;BOLÍVIA;26
AC;SAIDA;PERMANENTE;CHILE;2
AC;SAIDA;PERMANENTE;COLÔMBIA;6
AC;SAIDA;PERMANENTE;CUBA;4
AC;SAIDA;PERMANENTE;PAÍSES BAIXOS;1
AC;SAIDA;PERMANENTE;PERU;87
AC;SAIDA;PERMANENTE;PORTUGAL;2
AC;SAIDA;PERMANENTE;VENEZUELA;12
AC;SAIDA;VISITANTE;ALEMANHA;6
AC;SAIDA;VISITANTE;ARGENTINA;3
AC;SAIDA;VISITANTE;AUSTRÁLIA;1
AC;SAIDA;VISITANTE;BOLÍVIA;279
AC;SAIDA;VISITANTE;CANADÁ;1
AC;SAIDA;VISITANTE;CHILE;8
AC;SAIDA;VISITANTE;COLÔMBIA;8
AC;SAIDA;VISITANTE;CORÉIA DO SUL;1
AC;SAIDA;VISITANTE;EQUADOR;6
AC;SAIDA;VISITANTE;ESPANHA;5
AC;SAIDA;VISITANTE;ESTADOS UNIDOS;3
AC;SAIDA;VISITANTE;FRANÇA;4
AC;SAIDA;VISITANTE;ISRAEL;1
AC;SAIDA;VISITANTE;ITÁLIA;2
AC;SAIDA;VISITANTE;JAPÃO;2
AC;SAIDA;VISITANTE;MARROCOS;1
AC;SAIDA;VISITANTE;MÉXICO;4
AC;SAIDA;VISITANTE;NORUEGA;1
AC;SAIDA;VISITANTE;PAÍSES BAIXOS;4
AC;SAIDA;VISITANTE;PERU;1493
AC;SAIDA;VISITANTE;POLÔNIA;1
AC;SAIDA;VISITANTE;REINO UNIDO;4
AC;SAIDA;VISITANTE;REPÚBLICA TCHECA;1
AC;SAIDA;VISITANTE;VENEZUELA;15
AC;SAIDA;VISITANTE;BOLÍVIA;4
AC;SAIDA;VISITANTE;CHINA;1
AC;SAIDA;VISITANTE;PERU;1
AC;SAIDA;VISITANTE;ARGENTINA;4
AC;SAIDA;VISITANTE;BOLÍVIA;97
AC;SAIDA;VISITANTE;BÉLGICA;1
AC;SAIDA;VISITANTE;COLÔMBIA;2
AC;SAIDA;VISITANTE;IRLANDA;4
AC;SAIDA;VISITANTE;PAÍSES BAIXOS;1
AC;SAIDA;VISITANTE;PERU;79
AC;SAIDA;VISITANTE;REINO UNIDO;3
AC;SAIDA;VISITANTE;RÚSSIA;1
AC;SAIDA;VISITANTE;VENEZUELA;6
AC;SAIDA;VISITANTE;BOLÍVIA;1
AC;SAIDA;VISITANTE;PERU;3
AC;SAIDA;OUTROS;CHINA;1
AC;SAIDA;OUTROS;BOLÍVIA;1
AC;SAIDA;OUTROS;BRASIL;1
AC;SAIDA;OUTROS;ESTADOS UNIDOS;1
AC;SAIDA;OUTROS;BOLÍVIA;281
AC;SAIDA;OUTROS;BRASIL;75
AC;SAIDA;OUTROS;PERU;69
AC;SAIDA;OUTROS;PERU;2
AC;SAIDA;OUTROS;VENEZUELA;6
AC;SAIDA;OUTROS;BOLÍVIA;5
AC;SAIDA;OUTROS;ITÁLIA;2
AC;SAIDA;OUTROS;PERU;7
AC;SAIDA;TEMPORÁRIO;BOLÍVIA;1
AC;SAIDA;OUTROS;BRASIL;1834
AL;ENTRADA;PERMANENTE;ALEMANHA;2
AL;ENTRADA;PERMANENTE;ARGENTINA;4
AL;ENTRADA;PERMANENTE;BÉLGICA;1
AL;ENTRADA;PERMANENTE;ITÁLIA;5
AL;ENTRADA;PERMANENTE;PAÍSES BAIXOS;2
AL;ENTRADA;PERMANENTE;PORTUGAL;7
AL;ENTRADA;PERMANENTE;REINO UNIDO;1
AL;ENTRADA;PERMANENTE;SUÉCIA;1
AL;ENTRADA;PERMANENTE;SUÍÇA;3
AL;ENTRADA;VISITANTE;ALBÂNIA;1
AL;ENTRADA;VISITANTE;ALEMANHA;26
AL;ENTRADA;VISITANTE;ARGENTINA;5218
AL;ENTRADA;VISITANTE;BOLÍVIA;1
AL;ENTRADA;VISITANTE;BÉLGICA;2
AL;ENTRADA;VISITANTE;CABO VERDE;1
AL;ENTRADA;VISITANTE;CHILE;2
AL;ENTRADA;VISITANTE;COLÔMBIA;2
AL;ENTRADA;VISITANTE;ESLOVÊNIA;9
AL;ENTRADA;VISITANTE;ESPANHA;9
AL;ENTRADA;VISITANTE;FRANÇA;20
AL;ENTRADA;VISITANTE;ITÁLIA;58
AL;ENTRADA;VISITANTE;JAPÃO;2
AL;ENTRADA;VISITANTE;MOLDÁVIA OU MOLDOVA;1
AL;ENTRADA;VISITANTE;MÉXICO;2
AL;ENTRADA;VISITANTE;NORUEGA;1
AL;ENTRADA;VISITANTE;PARAGUAI;9
AL;ENTRADA;VISITANTE;PAÍSES BAIXOS;6
AL;ENTRADA;VISITANTE;PERU;4
AL;ENTRADA;VISITANTE;POLÔNIA;5
AL;ENTRADA;VISITANTE;PORTUGAL;160
AL;ENTRADA;VISITANTE;SUÍÇA;7
AL;ENTRADA;VISITANTE;URUGUAI;8
AL;ENTRADA;VISITANTE;VENEZUELA;16
AL;ENTRADA;VISITANTE;ÁUSTRIA;1
AL;ENTRADA;VISITANTE;ARGENTINA;6
AL;ENTRADA;VISITANTE;NIGÉRIA;1
AL;ENTRADA;OUTROS;BULGÁRIA;2
AL;ENTRADA;OUTROS;EGITO;1
AL;ENTRADA;OUTROS;LETÔNIA;5
AL;ENTRADA;OUTROS;POLÔNIA;15
AL;ENTRADA;OUTROS;ROMÊNIA;3
AL;ENTRADA;OUTROS;RÚSSIA;1
AL;ENTRADA;OUTROS;SÍRIA;21
AL;ENTRADA;OUTROS;UCRÂNIA;22
AL;ENTRADA;OUTROS;ARGENTINA;2
AL;ENTRADA;OUTROS;CROÁCIA;4
AL;ENTRADA;OUTROS;FILIPINAS;46
AL;ENTRADA;OUTROS;LETÔNIA;2
AL;ENTRADA;OUTROS;SUÍÇA;1
AL;ENTRADA;OUTROS;UCRÂNIA;3
AL;ENTRADA;OUTROS;ÍNDIA;20
AL;ENTRADA;OUTROS;ARGENTINA;24
AL;ENTRADA;OUTROS;BRASIL;49
AL;ENTRADA;OUTROS;PORTUGAL;83
AL;ENTRADA;OUTROS;PORTUGAL;3
AL;ENTRADA;OUTROS;ESPANHA;1
AL;ENTRADA;OUTROS;FRANÇA;1
AL;ENTRADA;OUTROS;ITÁLIA;2
AL;ENTRADA;OUTROS;PORTUGAL;7
AL;ENTRADA;OUTROS;SUÉCIA;1
AL;ENTRADA;OUTROS;SUÍÇA;1
AL;ENTRADA;TEMPORÁRIO;CABO VERDE;4
AL;ENTRADA;OUTROS;BRASIL;465
AL;SAIDA;PERMANENTE;ALEMANHA;1
AL;SAIDA;PERMANENTE;ARGENTINA;7
AL;SAIDA;PERMANENTE;FRANÇA;1
AL;SAIDA;PERMANENTE;ITÁLIA;14
AL;SAIDA;PERMANENTE;PORTUGAL;6
AL;SAIDA;PERMANENTE;REINO UNIDO;1
AL;SAIDA;PERMANENTE;SUÍÇA;4
AL;SAIDA;PERMANENTE;ÁUSTRIA;2
AL;SAIDA;VISITANTE;ALBÂNIA;1
AL;SAIDA;VISITANTE;ALEMANHA;10
AL;SAIDA;VISITANTE;ARGENTINA;5359
AL;SAIDA;VISITANTE;BÉLGICA;5
AL;SAIDA;VISITANTE;CHILE;4
AL;SAIDA;VISITANTE;COLÔMBIA;4
AL;SAIDA;VISITANTE;ESLOVÊNIA;8
AL;SAIDA;VISITANTE;ESPANHA;18
AL;SAIDA;VISITANTE;ESTADOS UNIDOS;5
AL;SAIDA;VISITANTE;FRANÇA;18
AL;SAIDA;VISITANTE;HONDURAS;1
AL;SAIDA;VISITANTE;HUNGRIA;1
AL;SAIDA;VISITANTE;IRLANDA;2
AL;SAIDA;VISITANTE;ITÁLIA;91
AL;SAIDA;VISITANTE;JAPÃO;2
AL;SAIDA;VISITANTE;LETÔNIA;1
AL;SAIDA;VISITANTE;LITUÂNIA;1
AL;SAIDA;VISITANTE;MOLDÁVIA OU MOLDOVA;1
AL;SAIDA;VISITANTE;NORUEGA;1
AL;SAIDA;VISITANTE;PARAGUAI;7
AL;SAIDA;VISITANTE;PAÍSES BAIXOS;3
AL;SAIDA;VISITANTE;PERU;6
AL;SAIDA;VISITANTE;POLÔNIA;4
AL;SAIDA;VISITANTE;PORTUGAL;182
AL;SAIDA;VISITANTE;REINO UNIDO;7
AL;SAIDA;VISITANTE;SUÍÇA;7
AL;SAIDA;VISITANTE;TURQUIA;1
AL;SAIDA;VISITANTE;URUGUAI;5
AL;SAIDA;VISITANTE;VENEZUELA;12
AL;SAIDA;VISITANTE;ÁUSTRIA;2
AL;SAIDA;OUTROS;BULGÁRIA;1
AL;SAIDA;OUTROS;LITUÂNIA;2
AL;SAIDA;OUTROS;NIGÉRIA;1
AL;SAIDA;OUTROS;POLÔNIA;8
AL;SAIDA;OUTROS;UCRÂNIA;13
AL;SAIDA;OUTROS;CROÁCIA;4
AL;SAIDA;OUTROS;FILIPINAS;53
AL;SAIDA;OUTROS;SUÍÇA;1
AL;SAIDA;OUTROS;UCRÂNIA;4
AL;SAIDA;OUTROS;ÍNDIA;20
AL;SAIDA;OUTROS;ARGENTINA;24
AL;SAIDA;OUTROS;BRASIL;49
AL;SAIDA;OUTROS;PORTUGAL;83
AL;SAIDA;OUTROS;ALEMANHA;1
AL;SAIDA;OUTROS;ARGENTINA;2
AL;SAIDA;OUTROS;BÉLGICA;1
AL;SAIDA;OUTROS;ESPANHA;5
AL;SAIDA;OUTROS;FRANÇA;1
AL;SAIDA;OUTROS;ITÁLIA;3
AL;SAIDA;OUTROS;PAÍSES BAIXOS;1
AL;SAIDA;OUTROS;PORTUGAL;3
AL;SAIDA;OUTROS;BRASIL;494
AM;ENTRADA;PERMANENTE;ALEMANHA;2
AM;ENTRADA;PERMANENTE;ARGENTINA;6
AM;ENTRADA;PERMANENTE;BÉLGICA;1
AM;ENTRADA;PERMANENTE;CANADÁ;3
AM;ENTRADA;PERMANENTE;CHILE;1
AM;ENTRADA;PERMANENTE;CHIPRE;1
AM;ENTRADA;PERMANENTE;COLÔMBIA;224
AM;ENTRADA;PERMANENTE;CORÉIA DO SUL;8
AM;ENTRADA;PERMANENTE;COSTA RICA;2
AM;ENTRADA;PERMANENTE;CUBA;17
AM;ENTRADA;PERMANENTE;DINAMARCA;1
AM;ENTRADA;PERMANENTE;EQUADOR;4
AM;ENTRADA;PERMANENTE;ESPANHA;8
AM;ENTRADA;PERMANENTE;ESTADOS UNIDOS;41
AM;ENTRADA;PERMANENTE;FRANÇA;5
AM;ENTRADA;PERMANENTE;GUIANA;1
AM;ENTRADA;PERMANENTE;HUNGRIA;1
AM;ENTRADA;PERMANENTE;IRLANDA;1
AM;ENTRADA;PERMANENTE;ITÁLIA;4
AM;ENTRADA;PERMANENTE;JAPÃO;9
AM;ENTRADA;PERMANENTE;MÉXICO;8
AM;ENTRADA;PERMANENTE;NICARÁGUA;1
AM;ENTRADA;PERMANENTE;PANAMÁ;1
AM;ENTRADA;PERMANENTE;PAÍSES BAIXOS;1
AM;ENTRADA;PERMANENTE;PERU;41
AM;ENTRADA;PERMANENTE;PORTUGAL;13
AM;ENTRADA;PERMANENTE;REPÚBLICA DOMINICANA;2
AM;ENTRADA;PERMANENTE;SINGAPURA;1
AM;ENTRADA;PERMANENTE;SURINAME;1
AM;ENTRADA;PERMANENTE;SUÍÇA;1
AM;ENTRADA;PERMANENTE;TAIWAN;1
AM;ENTRADA;PERMANENTE;VENEZUELA;42
AM;ENTRADA;PERMANENTE;ÍNDIA;1
AM;ENTRADA;VISITANTE;ALEMANHA;129
AM;ENTRADA;VISITANTE;ANGOLA;1
AM;ENTRADA;VISITANTE;ARGENTINA;15
AM;ENTRADA;VISITANTE;AUSTRÁLIA;22
AM;ENTRADA;VISITANTE;BARBADOS;1
AM;ENTRADA;VISITANTE;BELARUS;1
AM;ENTRADA;VISITANTE;BOLÍVIA;5
AM;ENTRADA;VISITANTE;BULGÁRIA;2
AM;ENTRADA;VISITANTE;BÉLGICA;17
AM;ENTRADA;VISITANTE;CANADÁ;67
AM;ENTRADA;VISITANTE;CHILE;12
AM;ENTRADA;VISITANTE;CHINA;23
AM;ENTRADA;VISITANTE;CHIPRE;1
AM;ENTRADA;VISITANTE;COLÔMBIA;545
AM;ENTRADA;VISITANTE;CORÉIA DO SUL;4
AM;ENTRADA;VISITANTE;COSTA RICA;3
AM;ENTRADA;VISITANTE;CROÁCIA;7
AM;ENTRADA;VISITANTE;CUBA;7
AM;ENTRADA;VISITANTE;DINAMARCA;40
AM;ENTRADA;VISITANTE;EGITO;1
AM;ENTRADA;VISITANTE;EL SALVADOR;2
AM;ENTRADA;VISITANTE;EQUADOR;20
AM;ENTRADA;VISITANTE;ESLOVÁQUIA;9
AM;ENTRADA;VISITANTE;ESLOVÊNIA;1
AM;ENTRADA;VISITANTE;ESPANHA;70
AM;ENTRADA;VISITANTE;ESTADOS UNIDOS;613
AM;ENTRADA;VISITANTE;ETIÓPIA;1
AM;ENTRADA;VISITANTE;FILIPINAS;4
AM;ENTRADA;VISITANTE;FRANÇA;134
AM;ENTRADA;VISITANTE;GEÓRGIA;1
AM;ENTRADA;VISITANTE;GRÉCIA;1
AM;ENTRADA;VISITANTE;GUIANA;3
AM;ENTRADA;VISITANTE;GUINÉ BISSAU;2
AM;ENTRADA;VISITANTE;HAITI;1
AM;ENTRADA;VISITANTE;HONG KONG (R.A.E.);1
AM;ENTRADA;VISITANTE;HUNGRIA;7
AM;ENTRADA;VISITANTE;IRLANDA;6
AM;ENTRADA;VISITANTE;ISLÂNDIA;1
AM;ENTRADA;VISITANTE;ISRAEL;2
AM;ENTRADA;VISITANTE;ITÁLIA;40
AM;ENTRADA;VISITANTE;JAMAICA;2
AM;ENTRADA;VISITANTE;JAPÃO;26
AM;ENTRADA;VISITANTE;JORDÂNIA;1
AM;ENTRADA;VISITANTE;LITUÂNIA;3
AM;ENTRADA;VISITANTE;LUXEMBURGO;1
AM;ENTRADA;VISITANTE;MALTA;5
AM;ENTRADA;VISITANTE;MARROCOS;2
AM;ENTRADA;VISITANTE;MÉXICO;44
AM;ENTRADA;VISITANTE;NORUEGA;7
AM;ENTRADA;VISITANTE;NOVA ZELÂNDIA;3
AM;ENTRADA;VISITANTE;PANAMÁ;12
AM;ENTRADA;VISITANTE;PAÍSES BAIXOS;37
AM;ENTRADA;VISITANTE;PERU;188
AM;ENTRADA;VISITANTE;POLÔNIA;32
AM;ENTRADA;VISITANTE;PORTUGAL;74
AM;ENTRADA;VISITANTE;REINO UNIDO;50
AM;ENTRADA;VISITANTE;REPÚBLICA DOMINICANA;8
AM;ENTRADA;VISITANTE;REPÚBLICA TCHECA;4
AM;ENTRADA;VISITANTE;ROMÊNIA;1
AM;ENTRADA;VISITANTE;RÚSSIA;10
AM;ENTRADA;VISITANTE;SUÉCIA;7
AM;ENTRADA;VISITANTE;SUÍÇA;32
AM;ENTRADA;VISITANTE;SÃO CRISTOVÃO E NEVIS;1
AM;ENTRADA;VISITANTE;SÉRVIA;3
AM;ENTRADA;VISITANTE;TAIWAN;1
AM;ENTRADA;VISITANTE;TANZÂNIA;2
AM;ENTRADA;VISITANTE;TUNÍSIA;1
AM;ENTRADA;VISITANTE;TURQUIA;2
AM;ENTRADA;VISITANTE;UCRÂNIA;2
AM;ENTRADA;VISITANTE;VENEZUELA;56
AM;ENTRADA;VISITANTE;ÁFRICA DO SUL;1
AM;ENTRADA;VISITANTE;ÁUSTRIA;12
AM;ENTRADA;VISITANTE;ÍNDIA;2
AM;ENTRADA;VISITANTE;ALEMANHA;5
AM;ENTRADA;VISITANTE;ARGENTINA;1
AM;ENTRADA;VISITANTE;CANADÁ;2
AM;ENTRADA;VISITANTE;COLÔMBIA;16
AM;ENTRADA;VISITANTE;CORÉIA DO SUL;8
AM;ENTRADA;VISITANTE;EQUADOR;2
AM;ENTRADA;VISITANTE;ESPANHA;2
AM;ENTRADA;VISITANTE;ESTADOS UNIDOS;5
AM;ENTRADA;VISITANTE;FILIPINAS;1
AM;ENTRADA;VISITANTE;FRANÇA;3
AM;ENTRADA;VISITANTE;GUATEMALA;1
AM;ENTRADA;VISITANTE;ITÁLIA;3
AM;ENTRADA;VISITANTE;JAPÃO;3
AM;ENTRADA;VISITANTE;MÉXICO;10
AM;ENTRADA;VISITANTE;PANAMÁ;4
AM;ENTRADA;VISITANTE;POLÔNIA;1
AM;ENTRADA;VISITANTE;PORTUGAL;5
AM;ENTRADA;VISITANTE;REINO UNIDO;1
AM;ENTRADA;VISITANTE;REPÚBLICA DOMINICANA;1
AM;ENTRADA;VISITANTE;VENEZUELA;9
AM;ENTRADA;VISITANTE;ÍNDIA;1
AM;ENTRADA;VISITANTE;COLÔMBIA;2
AM;ENTRADA;VISITANTE;ESTADOS UNIDOS;2
AM;ENTRADA;VISITANTE;FRANÇA;1
AM;ENTRADA;VISITANTE;PERU;3
AM;ENTRADA;VISITANTE;VENEZUELA;4
AM;ENTRADA;VISITANTE;COLÔMBIA;2
AM;ENTRADA;OUTROS;ROMÊNIA;1
AM;ENTRADA;OUTROS;ETIÓPIA;1
AM;ENTRADA;OUTROS;CHINA;1
AM;ENTRADA;OUTROS;ALEMANHA;1
AM;ENTRADA;OUTROS;CHINA;2
AM;ENTRADA;OUTROS;JAPÃO;5
AM;ENTRADA;OUTROS;BRASIL;1
AM;ENTRADA;OUTROS;FILIPINAS;1
AM;ENTRADA;OUTROS;HONDURAS;1
AM;ENTRADA;OUTROS;PERU;7
AM;ENTRADA;OUTROS;TANZÂNIA;3
AM;ENTRADA;OUTROS;ÁFRICA DO SUL;1
AM;ENTRADA;OUTROS;ÍNDIA;1
AM;ENTRADA;OUTROS;ARGENTINA;6
AM;ENTRADA;OUTROS;BAHAMAS;1
AM;ENTRADA;OUTROS;BOLÍVIA;1
AM;ENTRADA;OUTROS;BRASIL;114
AM;ENTRADA;OUTROS;CHILE;5
AM;ENTRADA;OUTROS;COLÔMBIA;36
AM;ENTRADA;OUTROS;EQUADOR;13
AM;ENTRADA;OUTROS;ESTADOS UNIDOS;78
AM;ENTRADA;OUTROS;FRANÇA;1
AM;ENTRADA;OUTROS;GUATEMALA;1
AM;ENTRADA;OUTROS;ISRAEL;1
AM;ENTRADA;OUTROS;PANAMÁ;1
AM;ENTRADA;OUTROS;PAÍSES BAIXOS;1
AM;ENTRADA;OUTROS;PORTUGAL;4
AM;ENTRADA;OUTROS;REPÚBLICA DOMINICANA;2
AM;ENTRADA;OUTROS;VENEZUELA;4
AM;ENTRADA;OUTROS;PORTUGAL;5
AM;ENTRADA;OUTROS;COLÔMBIA;1
AM;ENTRADA;OUTROS;CUBA;14
AM;ENTRADA;OUTROS;ETIÓPIA;1
AM;ENTRADA;OUTROS;HAITI;1
AM;ENTRADA;OUTROS;VENEZUELA;6
AM;ENTRADA;OUTROS;NIGÉRIA;1
AM;ENTRADA;OUTROS;BOLÍVIA;2
AM;ENTRADA;OUTROS;COLÔMBIA;3
AM;ENTRADA;OUTROS;EL SALVADOR;1
AM;ENTRADA;OUTROS;ESPANHA;4
AM;ENTRADA;OUTROS;ESTADOS UNIDOS;8
AM;ENTRADA;OUTROS;HUNGRIA;1
AM;ENTRADA;OUTROS;IRLANDA;1
AM;ENTRADA;OUTROS;ITÁLIA;10
AM;ENTRADA;OUTROS;PARAGUAI;1
AM;ENTRADA;OUTROS;PAÍSES BAIXOS;3
AM;ENTRADA;OUTROS;PERU;2
AM;ENTRADA;OUTROS;PORTUGAL;42
AM;ENTRADA;OUTROS;SUÍÇA;1
AM;ENTRADA;OUTROS;VENEZUELA;1
AM;ENTRADA;TEMPORÁRIO;COLÔMBIA;5
AM;ENTRADA;TEMPORÁRIO;CUBA;1
AM;ENTRADA;TEMPORÁRIO;ESTADOS UNIDOS;2
AM;ENTRADA;TEMPORÁRIO;FILIPINAS;1
AM;ENTRADA;TEMPORÁRIO;JAPÃO;1
AM;ENTRADA;TEMPORÁRIO;MÉXICO;1
AM;ENTRADA;TEMPORÁRIO;PERU;1
AM;ENTRADA;TEMPORÁRIO;PORTUGAL;5
AM;ENTRADA;OUTROS;BRASIL;8539
AM;SAIDA;PERMANENTE;ALEMANHA;2
AM;SAIDA;PERMANENTE;ARGENTINA;3
AM;SAIDA;PERMANENTE;AUSTRÁLIA;1
AM;SAIDA;PERMANENTE;BOLÍVIA;2
AM;SAIDA;PERMANENTE;BÉLGICA;1
AM;SAIDA;PERMANENTE;CANADÁ;1
AM;SAIDA;PERMANENTE;CHINA;3
AM;SAIDA;PERMANENTE;COLÔMBIA;104
AM;SAIDA;PERMANENTE;CORÉIA DO SUL;5
AM;SAIDA;PERMANENTE;CUBA;7
AM;SAIDA;PERMANENTE;EQUADOR;3
AM;SAIDA;PERMANENTE;ESPANHA;5
AM;SAIDA;PERMANENTE;ESTADOS UNIDOS;36
AM;SAIDA;PERMANENTE;FRANÇA;2
AM;SAIDA;PERMANENTE;GUIANA;1
AM;SAIDA;PERMANENTE;HUNGRIA;1
AM;SAIDA;PERMANENTE;ITÁLIA;2
AM;SAIDA;PERMANENTE;JAPÃO;6
AM;SAIDA;PERMANENTE;MÉXICO;3
AM;SAIDA;PERMANENTE;NORUEGA;1
AM;SAIDA;PERMANENTE;PANAMÁ;1
AM;SAIDA;PERMANENTE;PAÍSES BAIXOS;2
AM;SAIDA;PERMANENTE;PERU;24
AM;SAIDA;PERMANENTE;PORTUGAL;8
AM;SAIDA;PERMANENTE;REPÚBLICA DOMINICANA;1
AM;SAIDA;PERMANENTE;RÚSSIA;1
AM;SAIDA;PERMANENTE;SINGAPURA;1
AM;SAIDA;PERMANENTE;SUÍÇA;2
AM;SAIDA;PERMANENTE;TAIWAN;2
AM;SAIDA;PERMANENTE;URUGUAI;1
AM;SAIDA;PERMANENTE;VENEZUELA;25
AM;SAIDA;PERMANENTE;ÍNDIA;2
AM;SAIDA;VISITANTE;ALEMANHA;88
AM;SAIDA;VISITANTE;ARGENTINA;8
AM;SAIDA;VISITANTE;AUSTRÁLIA;17
AM;SAIDA;VISITANTE;BOLÍVIA;4
AM;SAIDA;VISITANTE;BÉLGICA;31
AM;SAIDA;VISITANTE;CANADÁ;59
AM;SAIDA;VISITANTE;CAZAQUISTÃO;2
AM;SAIDA;VISITANTE;CHILE;5
AM;SAIDA;VISITANTE;CHINA;30
AM;SAIDA;VISITANTE;COLÔMBIA;580
AM;SAIDA;VISITANTE;CORÉIA DO SUL;7
AM;SAIDA;VISITANTE;CROÁCIA;3
AM;SAIDA;VISITANTE;CUBA;4
AM;SAIDA;VISITANTE;DINAMARCA;18
AM;SAIDA;VISITANTE;EGITO;2
AM;SAIDA;VISITANTE;EL SALVADOR;1
AM;SAIDA;VISITANTE;EQUADOR;12
AM;SAIDA;VISITANTE;ESLOVÊNIA;1
AM;SAIDA;VISITANTE;ESPANHA;55
AM;SAIDA;VISITANTE;ESTADOS UNIDOS;649
AM;SAIDA;VISITANTE;ETIÓPIA;2
AM;SAIDA;VISITANTE;FILIPINAS;1
AM;SAIDA;VISITANTE;FINLÂNDIA;1
AM;SAIDA;VISITANTE;FRANÇA;54
AM;SAIDA;VISITANTE;GRÉCIA;3
AM;SAIDA;VISITANTE;GUATEMALA;1
AM;SAIDA;VISITANTE;GUIANA;4
AM;SAIDA;VISITANTE;HONG KONG (R.A.E.);1
AM;SAIDA;VISITANTE;HUNGRIA;5
AM;SAIDA;VISITANTE;IRLANDA;8
AM;SAIDA;VISITANTE;ISLÂNDIA;2
AM;SAIDA;VISITANTE;ISRAEL;8
AM;SAIDA;VISITANTE;ITÁLIA;23
AM;SAIDA;VISITANTE;JAMAICA;2
AM;SAIDA;VISITANTE;JAPÃO;27
AM;SAIDA;VISITANTE;LITUÂNIA;4
