UF;NACIONALIDADE;CLASSIFICACAO;QTD
PA;PARAGUAI;Residente;67
PA;GUIANA;Temporário;3
PA;GUATEMALA;Residente;6
PA;IRÃ;Residente;11
PA;PAÍSES BAIXOS;Temporário;7
PA;EGITO;Residente;13
PA;ESPANHA;Temporário;11
PA;ITÁLIA;Temporário;44
PA;HAITI;Temporário;43
PA;REP. DOMINICANA;Temporário;2
PA;BÉLGICA;Residente;38
PA;URUGUAI;Residente;52
PA;SUÍCA;Residente;108
PA;SÍRIA;Residente;29
PA;BENIN;Temporário;19
PA;MÉXICO;Residente;47
PA;JAPÃO;Temporário;18
PA;AUSTRIA;Residente;16
PA;AUSTRÁLIA;Residente;20
PA;ANGOLA;Residente;29
PA;REP. DOMINICANA;Residente;15
PA;GUINÉ BISSAU;Temporário;9
PA;MARROCOS;Provisório;11
PA;GUIANA FRANCESA;Residente;51
PA;HAITI;Residente;39
PA;POLÔNIA;Residente;21
PA;CONGO;Temporário;10
PA;BOLÍVIA;Temporário;43
PA;GUIANA;Residente;6
PA;LIBÉRIA;Provisório;2
PA;PORTUGAL;Temporário;33
PA;SAO TOMÉ E PRÍNCIPE;Residente;27
PA;AFRICA DO SUL;Residente;7
PA;INDIA;Residente;51
PA;COSTA RICA;Residente;14
PA;FRANÇA;Provisório;5
PA;NORUEGA;Temporário;21
PA;GÂMBIA;Provisório;1
PA;CROÁCIA;Temporário;11
PA;SAMOA AMERICANA;Temporário;1
PA;NIGÉRIA;Provisório;3
PA;DINAMARCA;Residente;15
PA;BURUNDI;Temporário;1
PA;ZIMBÁBUE;Temporário;4
PA;PAQUISTÃO;Temporário;4
PA;FRANÇA;Temporário;21
PA;CAMARÕES;Temporário;5
PA;CHINA;Temporário;35
PA;ROMÊNIA;Temporário;5
PA;PARAGUAI;Temporário;31
PA;RÚSSIA;Residente;15
PA;INFNI;Residente;4
PA;BELIZE;Residente;1
PA;EQUADOR;Provisório;1
PA;POLÔNIA;Temporário;26
PA;AUSTRIA;Temporário;4
PA;SANTA LÚCIA;Residente;4
PA;TURQUIA;Residente;6
PA;COSTA DO MARFIM;Residente;1
PA;MOÇAMBIQUE;Residente;14
PA;SUÉCIA;Residente;20
PA;HONDURAS;Residente;9
PA;JAMAICA;Residente;4
PA;CONGO;Residente;15
PA;BULGÁRIA;Temporário;18
PA;MADAGASCAR;Temporário;18
PA;GUINÉ BISSAU;Residente;15
PA;GRÉCIA;Residente;10
PA;RÚSSIA;Temporário;2
PA;GABÃO;Residente;2
PA;TUNÍSIA;Temporário;1
PA;UCRÂNIA;Temporário;14
PA;ZÂMBIA;Residente;1
PA;ROMÊNIA;Residente;6
PA;NOVA ZELÂNDIA;Residente;7
PA;GUINÉ;Provisório;3
PA;EL SALVADOR;Residente;16
PA;TURQUIA;Temporário;3
PA;BENIN;Residente;18
PA;NICARÁGUA;Residente;10
PA;ARGENTINA;Provisório;4
PA;URUGUAI;Temporário;5
PA;TRINIDAD E TOBAGO;Residente;3
PA;NICARÁGUA;Temporário;3
PA;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;7
PA;INDONÉSIA;Temporário;7
PA;BULGÁRIA;Residente;3
PA;MÉXICO;Temporário;14
PA;MALÁSIA;Residente;1
PA;NIGÉRIA;Temporário;13
PA;PANAMÁ;Temporário;3
PA;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;5
PA;GUINÉ;Residente;1
PA;MOLDOVA;Residente;2
PA;TUNÍSIA;Residente;5
PA;INDIA;Temporário;6
PA;EGITO;Temporário;1
PA;TUNÍSIA;Provisório;3
PA;TAIWAN, PROVINCIA DA CHINA;Residente;2
PA;NORUEGA;Residente;15
PA;VIETINA;Residente;1
PA;NAMÍBIA;Residente;1
PA;CAZAQUISTÃO;Residente;1
PA;ANGOLA;Provisório;1
PA;FINLÂNDIA;Residente;5
PA;ANTÍGUA;Temporário;1
PA;IRLANDA;Residente;6
PA;PERU;Provisório;13
PA;SRI LANKA;Residente;1
PA;GUINÉ EQUATORIAL;Residente;1
PA;CABO VERDE;Provisório;1
PA;GANA;Temporário;11
PA;MÉXICO;Provisório;1
PA;RUANDA;Residente;2
PA;CROÁCIA;Residente;1
PA;SERRA LEOA;Provisório;1
PA;CAMARÕES;Residente;5
PA;GRÉCIA;Temporário;3
PA;REPÚBLICA TCHECA;Residente;6
PA;SUÍCA;Temporário;1
PA;ALEMANHA;Temporário;5
PA;GUATEMALA;Temporário;1
PA;AUSTRÁLIA;Temporário;2
PA;CORÉIA DO SUL;Provisório;1
PA;ARGÉLIA;Residente;5
PA;BANGLADESH;Temporário;2
PA;MALÁSIA;Temporário;1
PA;SENEGAL;Temporário;2
PA;QUIRGUISTÃO;Temporário;1
PA;TAILÂNDIA;Residente;1
PA;PORTUGAL;Provisório;1
PA;SAMOA OCIDENTAL;Temporário;1
PA;BURKINA FASO;Temporário;1
PA;CANADÁ;Temporário;7
PA;CHIPRE;Temporário;1
PA;BANGLADESH;Residente;11
PA;HAITI;Provisório;1
PA;ANTILHAS HOLÂNDESAS;Residente;2
PA;SENEGAL;Provisório;3
PA;SUÉCIA;Temporário;3
PA;GUIANA;Provisório;2
PA;MAURÍCIO;Temporário;2
PA;QUÊNIA;Residente;1
PA;ESTADOS ASSOC. DAS ANTILHAS;Residente;1
PA;GUINÉ EQUATORIAL;Temporário;3
PA;TOGO;Residente;4
PA;UGANDA;Temporário;1
PA;BÉLGICA;Temporário;1
PA;BURUNDI;Residente;1
PA;REP. DOMINICANA;Provisório;2
PA;ESLOVÁQUIA;Temporário;2
PA;MALTA;Residente;1
PA;ITÁLIA;Provisório;1
PA;RÚSSIA;Provisório;1
PA;MALI;Temporário;1
PA;HUNGRIA;Residente;4
PA;CINGAPURA;Residente;1
PA;LÍBANO;Temporário;1
PA;MOLDOVA;Temporário;1
PA;LETÔNIA;Temporário;1
PA;RUANDA;Temporário;1
PA;NEPAL;Temporário;1
PA;BENIN;Provisório;1
PA;ESLOVÁQUIA;Residente;3
PA;CONGO;Provisório;1
PA;TANZÂNIA;Residente;1
PA;TCHECOSLOVAQUIA;Residente;2
PA;COSTA RICA;Temporário;2
GO;VENEZUELA;Residente;5342
GO;PORTUGAL;Residente;1364
GO;COLÔMBIA;Temporário;509
GO;BOLÍVIA;Residente;399
GO;ITÁLIA;Residente;548
GO;VENEZUELA;Temporário;4325
GO;ESPANHA;Residente;697
GO;JAPÃO;Residente;256
GO;ESTADOS UNIDOS;Residente;1013
GO;SUÍCA;Residente;231
GO;COLÔMBIA;Residente;888
GO;AFEGANISTÃO;Temporário;36
GO;HAITI;Residente;1803
GO;ARGENTINA;Residente;380
GO;RÚSSIA;Residente;35
GO;CHINA;Residente;293
GO;FILIPINAS;Residente;37
GO;PARAGUAI;Residente;139
GO;LÍBANO;Residente;256
GO;CUBA;Provisório;1693
GO;GUATEMALA;Residente;11
GO;GUINÉ BISSAU;Temporário;123
GO;PERU;Residente;447
GO;TURQUIA;Residente;18
GO;FRANÇA;Residente;203
GO;PERU;Temporário;95
GO;REINO UNIDO;Temporário;7
GO;CUBA;Residente;304
GO;ANGOLA;Temporário;69
GO;DINAMARCA;Residente;11
GO;REINO UNIDO;Residente;182
GO;POLÔNIA;Residente;63
GO;EGITO;Residente;30
GO;MARROCOS;Provisório;27
GO;ALEMANHA;Residente;240
GO;ANGOLA;Provisório;8
GO;AFEGANISTÃO;Residente;20
GO;BANGLADESH;Temporário;9
GO;BÉLGICA;Residente;92
GO;CHILE;Residente;170
GO;SÍRIA;Residente;113
GO;LÍBIA;Residente;57
GO;PAQUISTÃO;Residente;30
GO;MÉXICO;Residente;81
GO;UZBEQUISTÃO;Residente;1
GO;VENEZUELA;Provisório;282
GO;ISRAEL;Residente;7
GO;NIGÉRIA;Residente;25
GO;GRÉCIA;Residente;17
GO;SENEGAL;Residente;182
GO;ANGOLA;Residente;69
GO;REPÚBLICA TCHECA;Residente;7
GO;CHINA;Temporário;57
GO;SUÉCIA;Residente;13
GO;SAO TOMÉ E PRÍNCIPE;Residente;3
GO;CANADÁ;Residente;78
GO;EQUADOR;Temporário;19
GO;GUINÉ BISSAU;Residente;102
GO;BOLÍVIA;Temporário;118
GO;HAITI;Temporário;166
GO;PAÍSES BAIXOS;Residente;123
GO;SAO TOMÉ E PRÍNCIPE;Temporário;2
GO;SÉRVIA;Residente;5
GO;CABO VERDE;Temporário;12
GO;URUGUAI;Residente;133
GO;AFRICA DO SUL;Residente;9
GO;HUNGRIA;Residente;12
GO;AUSTRIA;Residente;44
GO;MÉXICO;Temporário;17
GO;MOÇAMBIQUE;Temporário;37
GO;NORUEGA;Residente;18
GO;ESLOVÁQUIA;Residente;6
GO;SERRA LEOA;Temporário;4
GO;MOLDOVA;Residente;2
GO;EQUADOR;Residente;38
GO;EL SALVADOR;Residente;19
GO;AFRICA DO SUL;Temporário;7
GO;BULGÁRIA;Residente;5
GO;ITÁLIA;Temporário;8
GO;CHILE;Temporário;15
GO;CORÉIA DO SUL;Residente;28
GO;HONDURAS;Residente;20
GO;CAMARÕES;Residente;5
GO;NICARÁGUA;Residente;15
GO;ISRAEL;Provisório;4
GO;MARROCOS;Residente;42
GO;MÉXICO;Provisório;2
GO;ALBÂNIA;Residente;1
GO;AUSTRÁLIA;Residente;32
GO;SURINAME;Temporário;9
GO;GUIANA;Temporário;3
GO;COSTA RICA;Residente;6
GO;LÍBANO;Provisório;11
GO;MALI;Residente;2
GO;COLÔMBIA;Provisório;17
GO;JORDÂNIA;Residente;48
GO;NIGÉRIA;Temporário;15
GO;CUBA;Temporário;9
GO;LITUÂNIA;Residente;13
GO;REP. DOMINICANA;Provisório;11
GO;ROMÊNIA;Residente;24
GO;UCRÂNIA;Residente;13
GO;IRLANDA;Residente;37
GO;ARGENTINA;Temporário;25
GO;SENEGAL;Provisório;6
GO;MOÇAMBIQUE;Residente;14
GO;ESTADOS UNIDOS;Temporário;113
GO;BANGLADESH;Provisório;9
GO;ETIÓPIA;Temporário;2
GO;SURINAME;Residente;4
GO;JAMAICA;Temporário;1
GO;BOLÍVIA;Provisório;2
GO;GUINÉ;Residente;12
GO;FRANÇA;Temporário;10
GO;PORTUGAL;Temporário;79
GO;INDIA;Residente;29
GO;SUDÃO;Residente;6
GO;GANA;Residente;11
GO;GUIANA FRANCESA;Residente;3
GO;TAIWAN, PROVINCIA DA CHINA;Provisório;5
GO;IRÃ;Residente;10
GO;ESPANHA;Temporário;4
GO;APÁTRIDA;Residente;7
GO;BENIN;Residente;11
GO;ISLÂNDIA;Residente;1
GO;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;1
GO;HONG-KONG (R.A.E.);Residente;2
GO;REP. DOMINICANA;Residente;19
GO;ARGÉLIA;Residente;7
GO;IRAQUE;Residente;19
GO;URUGUAI;Provisório;1
GO;PARAGUAI;Temporário;23
GO;FILIPINAS;Temporário;4
GO;CABO VERDE;Residente;7
GO;PALESTINA;Residente;15
GO;SUÍCA;Temporário;11
GO;INDONÉSIA;Residente;8
GO;BENIN;Temporário;11
GO;MALÁSIA;Residente;3
GO;NEPAL;Residente;1
GO;NOVA ZELÂNDIA;Residente;11
GO;TOGO;Residente;8
GO;TOGO;Provisório;3
GO;TAILÂNDIA;Residente;2
GO;GUINÉ;Provisório;2
GO;ALEMANHA;Temporário;10
GO;TAIWAN, PROVINCIA DA CHINA;Residente;8
GO;URUGUAI;Temporário;11
GO;ESLOVÊNIA;Residente;5
GO;COSTA RICA;Temporário;3
GO;LETÔNIA;Residente;10
GO;BELARUS;Residente;1
GO;CONGO;Residente;4
GO;FINLÂNDIA;Residente;9
GO;CROÁCIA;Residente;2
GO;SERVIA E MONTENEGRO;Residente;4
GO;ETIÓPIA;Residente;1
GO;GEÓRGIA;Residente;1
GO;CONGO;Temporário;6
GO;BANGLADESH;Residente;8
GO;COSTA DO MARFIM;Temporário;2
GO;TOGO;Temporário;3
GO;HONDURAS;Temporário;4
GO;NICARÁGUA;Temporário;1
GO;CHADE;Residente;3
GO;AFRICA DO SUL;Provisório;1
GO;AUSTRIA;Temporário;1
GO;IRÃ;Provisório;2
GO;UCRÂNIA;Temporário;4
GO;TCHECOSLOVAQUIA;Residente;4
GO;BENIN;Provisório;4
GO;SRI LANKA;Residente;2
GO;TUNÍSIA;Residente;7
GO;PANAMÁ;Residente;9
GO;ZIMBÁBUE;Residente;1
GO;GÂMBIA;Residente;3
GO;IÊMEN;Residente;1
GO;ESTÔNIA;Residente;3
GO;GRANADA;Residente;1
GO;SENEGAL;Temporário;8
GO;QUÊNIA;Residente;5
GO;MAURÍCIO;Residente;2
GO;MALAVI;Residente;1
GO;COSTA DO MARFIM;Residente;3
GO;GUIANA;Residente;2
GO;MACAU (R.A.E.);Residente;1
GO;LUXEMBURGO;Residente;3
GO;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;2
GO;JAPÃO;Temporário;6
GO;BELIZE;Temporário;1
GO;ARÁBIA SAUDITA;Residente;1
GO;EQUADOR;Provisório;3
GO;REP. DOMINICANA;Temporário;3
GO;JORDÂNIA;Provisório;1
GO;IRÃ;Residente;1
GO;CINGAPURA;Residente;1
GO;ESTADOS UNIDOS;Provisório;1
GO;PERU;Provisório;4
GO;PANAMÁ;Temporário;1
GO;HONDURAS;Provisório;1
GO;ARÁBIA SAUDITA;Provisório;1
GO;MAURITÂNIA;Provisório;1
GO;NAMÍBIA;Temporário;1
GO;CHINA;Provisório;2
GO;SUÉCIA;Temporário;64
GO;MYANMAR;Temporário;2
GO;LÍBANO;Temporário;1
GO;GABÃO;Residente;1
MS;BOLÍVIA;Fronteiriço;96
MS;ESLOVÊNIA;Residente;1
MS;GÂMBIA;Residente;1
AM;PAÍSES BAIXOS;Provisório;1
AM;JAMAICA;Residente;1
AM;COLÔMBIA;Fronteiriço;1
AM;RÚSSIA;Provisório;1
AM;URUGUAI;Temporário;1
GO;TUNÍSIA;Provisório;3
GO;TANZÂNIA;Residente;20
GO;INDIA;Temporário;2
GO;MADAGASCAR;Residente;1
GO;SÍRIA;Temporário;1
GO;BOTSUANA;Residente;1
GO;MACEDÔNIA;Temporário;1
GO;UGANDA;Residente;1
GO;CHIPRE;Residente;1
GO;BÉLGICA;Temporário;2
GO;SUDÃO;Provisório;4
GO;CANADÁ;Provisório;1
GO;ANTILHAS HOLÂNDESAS;Provisório;1
GO;HAITI;Provisório;1
GO;HUNGRIA;Provisório;1
GO;INDONÉSIA;Temporário;1
GO;ESPANHA;Provisório;1
MS;ARGENTINA;Fronteiriço;1
MS;HONG-KONG (R.A.E.);Residente;1
MS;TAIWAN, PROVINCIA DA CHINA;Temporário;2
MS;BANGLADESH;Temporário;29
AP;CUBA;Provisório;164
AP;PORTUGAL;Residente;57
AP;FRANÇA;Residente;375
AP;ITÁLIA;Residente;77
AP;UCRÂNIA;Residente;1
AP;COLÔMBIA;Residente;262
AP;CUBA;Residente;174
AP;COLÔMBIA;Temporário;125
AP;MALI;Residente;1
AP;PAÍSES BAIXOS;Residente;5
AP;JAPÃO;Residente;47
AP;CUBA;Temporário;26
AP;SURINAME;Residente;5
AP;ESTADOS UNIDOS;Residente;14
AP;GUIANA FRANCESA;Residente;38
AP;VENEZUELA;Temporário;79
AP;HAITI;Residente;104
AP;GUINÉ BISSAU;Residente;150
AP;REINO UNIDO;Residente;9
AP;EQUADOR;Residente;1
AP;MARROCOS;Provisório;1
AP;CHILE;Residente;14
AP;VENEZUELA;Residente;104
AP;URUGUAI;Residente;4
AP;PERU;Temporário;7
AP;ESPANHA;Residente;8
AP;PARAGUAI;Temporário;1
AP;PERU;Residente;57
AP;JAPÃO;Temporário;8
AP;CHINA;Temporário;2
AP;FILIPINAS;Residente;1
AP;ARGENTINA;Residente;23
AP;GUINÉ;Residente;2
AP;HAITI;Temporário;72
AP;CHINA;Residente;22
AP;MYANMAR;Residente;1
AP;BOLÍVIA;Residente;13
AP;ITÁLIA;Temporário;4
AP;FRANÇA;Temporário;7
AP;CANADÁ;Residente;5
AP;BENIN;Temporário;4
AP;PARAGUAI;Residente;6
AP;AUSTRÁLIA;Residente;2
AP;ESTADOS UNIDOS;Temporário;8
AP;HONDURAS;Residente;2
AP;INDIA;Residente;6
AP;GANA;Residente;2
AP;ALEMANHA;Residente;7
AP;LÍBANO;Residente;6
AP;EL SALVADOR;Residente;3
AP;SENEGAL;Residente;12
AP;POLÔNIA;Residente;4
AP;GUIANA FRANCESA;Temporário;1
AP;GUIANA;Temporário;2
AP;BÉLGICA;Residente;5
AP;CORÉIA DO SUL;Residente;3
AP;ROMÊNIA;Residente;2
AP;GRÉCIA;Residente;1
AP;SUÍCA;Residente;2
AP;NOVA ZELÂNDIA;Residente;2
AP;BOLÍVIA;Temporário;4
AP;COSTA DO MARFIM;Temporário;2
AP;SURINAME;Provisório;1
AP;REP. DOMINICANA;Residente;6
AP;GUADALUPE;Residente;1
AP;TOGO;Residente;1
AP;GUIANA;Residente;2
AP;CHILE;Temporário;2
AP;HAITI;Provisório;1
AP;COSTA DO MARFIM;Residente;2
AP;MÉXICO;Residente;2
AP;DINAMARCA;Residente;1
AP;INDONÉSIA;Residente;2
AP;FINLÂNDIA;Residente;1
AP;INDIA;Temporário;1
AP;BANGLADESH;Residente;4
AP;ARGENTINA;Temporário;2
AP;NORUEGA;Residente;1
AP;REP. CENTRO AFRICANA;Residente;1
AP;CABO VERDE;Temporário;1
AP;SÍRIA;Residente;4
AP;URUGUAI;Temporário;1
AP;CABO VERDE;Residente;2
AP;GANA;Temporário;2
AP;NICARÁGUA;Residente;1
AP;ANGOLA;Residente;1
AP;NIGÉRIA;Residente;2
AP;SANTA LÚCIA;Residente;2
AP;GEÓRGIA;Residente;1
AP;BENIN;Residente;1
AP;MARROCOS;Residente;2
AP;SENEGAL;Temporário;1
AP;CAMARÕES;Temporário;1
AP;IUGUSLAVIA;Residente;1
AP;ESLOVÁQUIA;Residente;1
AP;MARTINICA;Residente;2
AP;SERVIA E MONTENEGRO;Residente;1
AP;JORDÂNIA;Residente;1
AP;GUIANA FRANCESA;Provisório;1
AP;EGITO;Provisório;1
AP;COSTA RICA;Residente;1
MG;GUINÉ;Residente;5
MG;CAZAQUISTÃO;Residente;1
MG;PARAGUAI;Provisório;2
MG;SUDÃO;Residente;3
MG;ARGENTINA;Provisório;5
PR;SENEGAL;Temporário;80
PR;BELIZE;Residente;1
PR;HUNGRIA;Temporário;1
PA;SÍRIA;Provisório;1
PA;ISRAEL;Temporário;2
PA;PALESTINA;Residente;1
PA;SUDÃO;Residente;2
PA;BURKINA FASO;Residente;2
PA;VANUATU;Residente;1
PA;GANA;Residente;1
PA;ETIÓPIA;Residente;1
ES;COLÔMBIA;Residente;707
ES;ITÁLIA;Residente;760
ES;ALEMANHA;Residente;282
ES;ESTADOS UNIDOS;Residente;413
ES;COLÔMBIA;Temporário;477
ES;REINO UNIDO;Temporário;113
ES;PORTUGAL;Residente;1162
ES;INDIA;Temporário;71
ES;VENEZUELA;Residente;1265
ES;ARGENTINA;Residente;551
ES;CHINA;Residente;320
ES;PAÍSES BAIXOS;Residente;76
ES;DINAMARCA;Residente;20
ES;JAPÃO;Residente;199
ES;ESTADOS UNIDOS;Temporário;76
ES;BÉLGICA;Residente;43
ES;COLÔMBIA;Provisório;9
ES;EQUADOR;Residente;62
ES;PERU;Residente;254
ES;CUBA;Residente;266
ES;ALEMANHA;Temporário;17
ES;NORUEGA;Temporário;24
ES;AUSTRÁLIA;Residente;26
ES;TURQUIA;Residente;25
ES;SENEGAL;Residente;50
ES;FRANÇA;Residente;184
ES;CORÉIA DO SUL;Residente;63
ES;PARAGUAI;Residente;63
ES;VENEZUELA;Temporário;937
ES;FILIPINAS;Temporário;39
ES;EQUADOR;Temporário;16
ES;GUINÉ BISSAU;Temporário;20
ES;BOLÍVIA;Residente;187
ES;TUNÍSIA;Residente;10
ES;ARGENTINA;Temporário;49
ES;ESPANHA;Residente;233
ES;CINGAPURA;Residente;11
ES;VENEZUELA;Provisório;106
ES;REINO UNIDO;Residente;123
ES;CHILE;Residente;327
ES;BANGLADESH;Residente;53
ES;URUGUAI;Residente;147
ES;BELARUS;Residente;3
ES;GRÉCIA;Residente;32
ES;FRANÇA;Temporário;10
ES;AFRICA DO SUL;Residente;12
ES;CUBA;Provisório;231
ES;RÚSSIA;Residente;59
ES;COSTA RICA;Residente;8
ES;LÍBIA;Residente;88
ES;MÉXICO;Temporário;13
ES;SUÍCA;Residente;90
ES;JORDÂNIA;Residente;9
ES;INDIA;Residente;42
ES;GABÃO;Temporário;5
ES;EGITO;Residente;25
ES;AUSTRIA;Residente;36
ES;ANGOLA;Residente;74
ES;ETIÓPIA;Residente;3
ES;CANADÁ;Residente;62
ES;BOLÍVIA;Temporário;41
ES;PALESTINA;Residente;21
ES;SÍRIA;Residente;44
ES;PAÍSES BAIXOS;Temporário;27
ES;MARROCOS;Residente;20
ES;MOÇAMBIQUE;Temporário;34
ES;FINLÂNDIA;Residente;12
ES;PANAMÁ;Residente;13
ES;CHILE;Temporário;32
ES;SENEGAL;Temporário;2
ES;CROÁCIA;Residente;10
ES;BANGLADESH;Provisório;15
ES;SENEGAL;Provisório;1
ES;EL SALVADOR;Residente;9
ES;ANGOLA;Temporário;17
ES;INDONÉSIA;Temporário;15
ES;HAITI;Residente;55
ES;SAMOA OCIDENTAL;Temporário;1
ES;MALÁSIA;Temporário;6
ES;UCRÂNIA;Temporário;10
ES;PORTUGAL;Temporário;81
ES;REPÚBLICA TCHECA;Residente;7
ES;HAITI;Temporário;16
ES;MALAVI;Temporário;1
ES;MOÇAMBIQUE;Residente;17
ES;PERU;Temporário;58
ES;SUÉCIA;Temporário;12
ES;NIGÉRIA;Residente;8
ES;FILIPINAS;Residente;40
ES;ITÁLIA;Temporário;19
ES;ZIMBÁBUE;Residente;2
ES;ESTADOS UNIDOS;Provisório;2
ES;ROMÊNIA;Residente;9
ES;CHINA;Temporário;26
ES;GUINÉ BISSAU;Residente;55
ES;BULGÁRIA;Residente;7
ES;LÍBANO;Residente;60
ES;ESPANHA;Temporário;17
ES;NORUEGA;Residente;30
ES;BENIN;Temporário;6
ES;LETÔNIA;Temporário;4
ES;SUÉCIA;Residente;24
ES;BENIN;Residente;6
ES;ARGÉLIA;Residente;20
ES;CANADÁ;Temporário;9
ES;MALTA;Residente;2
ES;TAILÂNDIA;Residente;3
ES;POLÔNIA;Residente;48
ES;UCRÂNIA;Residente;13
ES;SAMOA OCIDENTAL;Residente;1
ES;MÉXICO;Residente;63
ES;CABO VERDE;Residente;20
ES;ISRAEL;Residente;8
ES;POLÔNIA;Temporário;21
ES;ITÁLIA;Provisório;3
ES;LITUÂNIA;Temporário;5
ES;ARMÊNIA;Residente;3
ES;AUSTRÁLIA;Temporário;2
ES;COSTA DO MARFIM;Residente;3
ES;NOVA ZELÂNDIA;Residente;8
ES;NICARÁGUA;Residente;14
ES;IRLANDA;Residente;9
ES;GÂMBIA;Residente;2
ES;DINAMARCA;Temporário;4
ES;IÊMEN;Residente;1
ES;LITUÂNIA;Residente;3
ES;MÉXICO;Provisório;1
ES;HONDURAS;Residente;7
ES;ZÂMBIA;Temporário;1
ES;CONGO;Temporário;17
ES;ZÂMBIA;Residente;1
ES;CAZAQUISTÃO;Residente;3
ES;BÓSNIA-HERZEGOVINA;Residente;4
ES;CINGAPURA;Temporário;5
ES;TUNÍSIA;Provisório;3
ES;PARAGUAI;Temporário;17
ES;TURQUIA;Temporário;1
ES;CAZAQUISTÃO;Temporário;1
ES;SERVIA E MONTENEGRO;Residente;2
ES;NOVA ZELÂNDIA;Temporário;1
ES;AFRICA DO SUL;Temporário;16
ES;BANGLADESH;Temporário;10
ES;REP. DOMINICANA;Residente;6
ES;CABO VERDE;Temporário;7
ES;MARROCOS;Provisório;8
ES;CUBA;Temporário;27
ES;UZBEQUISTÃO;Residente;4
ES;ROMÊNIA;Temporário;5
ES;TOGO;Temporário;1
ES;INDONÉSIA;Residente;8
ES;RÚSSIA;Temporário;11
ES;CONGO;Provisório;1
ES;GANA;Temporário;4
ES;UGANDA;Residente;2
ES;SAO TOMÉ E PRÍNCIPE;Residente;3
ES;MYANMAR;Residente;1
ES;HUNGRIA;Residente;6
ES;PANAMÁ;Temporário;1
ES;GANA;Residente;3
ES;MAURITÂNIA;Provisório;2
ES;CAMARÕES;Residente;3
ES;ISLÂNDIA;Residente;3
ES;MALÁSIA;Residente;8
ES;CAMARÕES;Temporário;3
ES;IRAQUE;Residente;2
ES;LETÔNIA;Residente;3
ES;UNIÃO SOVIÉTICA;Residente;1
ES;GUIANA;Residente;2
ES;FINLÂNDIA;Temporário;6
ES;CROÁCIA;Temporário;7
ES;AFEGANISTÃO;Residente;7
ES;BAHAMA,IS;Residente;1
ES;REP. MONTENEGRO;Temporário;1
ES;ESTÔNIA;Residente;1
ES;RÚSSIA;Provisório;1
ES;MYANMAR;Temporário;1
ES;PAQUISTÃO;Residente;7
ES;ESLOVÁQUIA;Residente;3
ES;HAITI;Provisório;3
ES;ALBÂNIA;Residente;1
ES;QUÊNIA;Temporário;2
ES;VIETINA;Residente;3
ES;ESLOVÊNIA;Residente;1
ES;TCHECOSLOVAQUIA;Residente;1
ES;CONGO;Residente;5
ES;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;2
ES;HONDURAS;Temporário;3
ES;MAURÍCIO;Residente;1
ES;APÁTRIDA;Residente;3
ES;CAMBOJA;Residente;1
ES;PAQUISTÃO;Temporário;2
ES;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;2
ES;SÉRVIA;Residente;6
ES;BURKINA FASO;Temporário;1
ES;IRÃ;Residente;1
ES;TRINIDAD E TOBAGO;Residente;1
ES;REP. DOMINICANA;Temporário;3
ES;MARROCOS;Temporário;1
ES;GRÉCIA;Temporário;2
ES;EGITO;Provisório;1
ES;GUINÉ EQUATORIAL;Temporário;3
ES;LUXEMBURGO;Residente;1
ES;SUDÃO;Residente;3
ES;NIGÉRIA;Temporário;3
ES;COSTA DO MARFIM;Temporário;2
ES;ARGENTINA;Provisório;2
ES;QUÊNIA;Residente;4
ES;BARBADOS;Residente;1
ES;URUGUAI;Temporário;4
ES;LIBÉRIA;Residente;1
ES;CHADE;Residente;1
ES;GUIANA FRANCESA;Residente;2
ES;AUSTRIA;Temporário;1
ES;SUÍCA;Temporário;1
ES;MAURITÂNIA;Residente;1
ES;ESTÔNIA;Temporário;1
ES;TAILÂNDIA;Temporário;2
ES;GUATEMALA;Residente;1
ES;HONG-KONG (R.A.E.);Residente;1
ES;EGITO;Temporário;1
ES;FRANÇA;Provisório;1
ES;GEÓRGIA;Residente;2
ES;AFEGANISTÃO;Temporário;1
ES;GUATEMALA;Temporário;1
ES;JAPÃO;Temporário;1
ES;BURUNDI;Temporário;1
ES;BÉLGICA;Temporário;1
ES;ISRAEL;Provisório;1
ES;GANA;Provisório;1
ES;REPÚBLICA DEMOCRÁTICA DO CONGO;Provisório;1
ES;IRLANDA;Temporário;2
ES;SRI LANKA;Residente;1
ES;MALTA;Temporário;1
ES;SAO TOMÉ E PRÍNCIPE;Temporário;1
ES;ARÁBIA SAUDITA;Residente;1
SE;ESPANHA;Residente;59
SE;CROÁCIA;Temporário;18
SE;VENEZUELA;Residente;217
SE;ANGOLA;Temporário;12
SE;COLÔMBIA;Residente;430
SE;CANADÁ;Residente;17
SE;ARGENTINA;Residente;160
SE;ALEMANHA;Residente;64
SE;JAPÃO;Residente;13
SE;PORTUGAL;Residente;244
SE;COLÔMBIA;Temporário;311
SE;PERU;Residente;83
SE;ESTADOS UNIDOS;Residente;94
SE;CUBA;Provisório;86
SE;ROMÊNIA;Residente;5
SE;ITÁLIA;Residente;160
SE;PERU;Temporário;34
SE;ARGENTINA;Temporário;27
