UF_ATENDIMENTO;TIPO;CLASSIFICACAO;NACIONALIDADE;TOTAL
DF;ENTRADA;VISITANTE;PANAMÁ;4
DF;ENTRADA;VISITANTE;PERU;49
DF;ENTRADA;VISITANTE;POLÔNIA;1
DF;ENTRADA;VISITANTE;PORTUGAL;20
DF;ENTRADA;VISITANTE;REINO UNIDO;5
DF;ENTRADA;VISITANTE;REPÚBLICA DOMINICANA;7
DF;ENTRADA;VISITANTE;RÚSSIA;10
DF;ENTRADA;VISITANTE;SUÍÇA;2
DF;ENTRADA;VISITANTE;TRINIDAD E TOBAGO;1
DF;ENTRADA;VISITANTE;TURQUIA;1
DF;ENTRADA;VISITANTE;VENEZUELA;6
DF;ENTRADA;VISITANTE;ARGENTINA;45
DF;ENTRADA;VISITANTE;CAZAQUISTÃO;2
DF;ENTRADA;VISITANTE;CHILE;3
DF;ENTRADA;VISITANTE;COSTA RICA;2
DF;ENTRADA;VISITANTE;ESLOVÁQUIA;1
DF;ENTRADA;VISITANTE;ESTADOS UNIDOS;1
DF;ENTRADA;VISITANTE;ITÁLIA;2
DF;ENTRADA;VISITANTE;MÉXICO;1
DF;ENTRADA;VISITANTE;PAÍSES BAIXOS;2
DF;ENTRADA;VISITANTE;PERU;2
DF;ENTRADA;VISITANTE;URUGUAI;4
DF;ENTRADA;VISITANTE;VENEZUELA;21
DF;ENTRADA;VISITANTE;ARGENTINA;4
DF;ENTRADA;VISITANTE;AUSTRÁLIA;1
DF;ENTRADA;VISITANTE;EQUADOR;3
DF;ENTRADA;VISITANTE;PERU;1
DF;ENTRADA;VISITANTE;VENEZUELA;2
DF;ENTRADA;VISITANTE;ALEMANHA;1
DF;ENTRADA;VISITANTE;ARGENTINA;1
DF;ENTRADA;VISITANTE;BELIZE;2
DF;ENTRADA;VISITANTE;CHILE;2
DF;ENTRADA;VISITANTE;COLÔMBIA;4
DF;ENTRADA;VISITANTE;CUBA;1
DF;ENTRADA;VISITANTE;EQUADOR;5
DF;ENTRADA;VISITANTE;ESLOVÁQUIA;1
DF;ENTRADA;VISITANTE;ESTADOS UNIDOS;7
DF;ENTRADA;VISITANTE;ITÁLIA;2
DF;ENTRADA;VISITANTE;PERU;19
DF;ENTRADA;VISITANTE;PORTUGAL;1
DF;ENTRADA;VISITANTE;REPÚBLICA DOMINICANA;3
DF;ENTRADA;VISITANTE;VENEZUELA;2
DF;ENTRADA;OUTROS;PERU;2
DF;ENTRADA;OUTROS;MÉXICO;1
DF;ENTRADA;OUTROS;PERU;1
DF;ENTRADA;OUTROS;ALEMANHA;7
DF;ENTRADA;OUTROS;ARGENTINA;7
DF;ENTRADA;OUTROS;BOLÍVIA;2
DF;ENTRADA;OUTROS;BRASIL;38
DF;ENTRADA;OUTROS;BÉLGICA;1
DF;ENTRADA;OUTROS;CHINA;1
DF;ENTRADA;OUTROS;COLÔMBIA;3
DF;ENTRADA;OUTROS;CUBA;1
DF;ENTRADA;OUTROS;DINAMARCA;1
DF;ENTRADA;OUTROS;EQUADOR;3
DF;ENTRADA;OUTROS;ESPANHA;4
DF;ENTRADA;OUTROS;ESTADOS UNIDOS;55
DF;ENTRADA;OUTROS;FRANÇA;9
DF;ENTRADA;OUTROS;ITÁLIA;3
DF;ENTRADA;OUTROS;JAPÃO;1
DF;ENTRADA;OUTROS;PANAMÁ;1
DF;ENTRADA;OUTROS;PERU;3
DF;ENTRADA;OUTROS;PORTUGAL;4
DF;ENTRADA;OUTROS;REINO UNIDO;1
DF;ENTRADA;OUTROS;RUANDA;1
DF;ENTRADA;OUTROS;RÚSSIA;53
DF;ENTRADA;OUTROS;SUÍÇA;1
DF;ENTRADA;OUTROS;SÃO CRISTOVÃO E NEVIS;1
DF;ENTRADA;OUTROS;VENEZUELA;1
DF;ENTRADA;OUTROS;ALBÂNIA;1
DF;ENTRADA;OUTROS;ALEMANHA;13
DF;ENTRADA;OUTROS;ANGOLA;5
DF;ENTRADA;OUTROS;ARGENTINA;8
DF;ENTRADA;OUTROS;ARGÉLIA;1
DF;ENTRADA;OUTROS;ARÁBIA SAUDITA;2
DF;ENTRADA;OUTROS;AUSTRÁLIA;6
DF;ENTRADA;OUTROS;AZERBAIJÃO;1
DF;ENTRADA;OUTROS;BELARUS;1
DF;ENTRADA;OUTROS;BOLÍVIA;3
DF;ENTRADA;OUTROS;BRASIL;61
DF;ENTRADA;OUTROS;BÉLGICA;16
DF;ENTRADA;OUTROS;CHILE;10
DF;ENTRADA;OUTROS;CHINA;9
DF;ENTRADA;OUTROS;CHIPRE;1
DF;ENTRADA;OUTROS;COLÔMBIA;11
DF;ENTRADA;OUTROS;CONGO;3
DF;ENTRADA;OUTROS;CORÉIA DO NORTE;6
DF;ENTRADA;OUTROS;CORÉIA DO SUL;1
DF;ENTRADA;OUTROS;CUBA;4
DF;ENTRADA;OUTROS;DINAMARCA;12
DF;ENTRADA;OUTROS;EGITO;1
DF;ENTRADA;OUTROS;EL SALVADOR;1
DF;ENTRADA;OUTROS;EMIRADOS ÁRABES UNIDOS;1
DF;ENTRADA;OUTROS;EQUADOR;11
DF;ENTRADA;OUTROS;ESLOVÁQUIA;1
DF;ENTRADA;OUTROS;ESLOVÊNIA;4
DF;ENTRADA;OUTROS;ESPANHA;29
DF;ENTRADA;OUTROS;ESTADOS UNIDOS;122
DF;ENTRADA;OUTROS;ESTÔNIA;1
DF;ENTRADA;OUTROS;FILIPINAS;6
DF;ENTRADA;OUTROS;FINLÂNDIA;4
DF;ENTRADA;OUTROS;FRANÇA;26
DF;ENTRADA;OUTROS;GANA;2
DF;ENTRADA;OUTROS;GRÉCIA;1
DF;ENTRADA;OUTROS;GUATEMALA;3
DF;ENTRADA;OUTROS;GUIANA;2
DF;ENTRADA;OUTROS;HAITI;6
DF;ENTRADA;OUTROS;HONDURAS;3
DF;ENTRADA;OUTROS;INDONÉSIA;4
DF;ENTRADA;OUTROS;IRLANDA;2
DF;ENTRADA;OUTROS;IRÃ;4
DF;ENTRADA;OUTROS;ISRAEL;1
DF;ENTRADA;OUTROS;ITÁLIA;13
DF;ENTRADA;OUTROS;JAPÃO;15
DF;ENTRADA;OUTROS;KUWAIT;8
DF;ENTRADA;OUTROS;LUXEMBURGO;5
DF;ENTRADA;OUTROS;MARROCOS;1
DF;ENTRADA;OUTROS;MYANMAR;1
DF;ENTRADA;OUTROS;MÉXICO;12
DF;ENTRADA;OUTROS;NEPAL;1
DF;ENTRADA;OUTROS;NIGÉRIA;1
DF;ENTRADA;OUTROS;NORUEGA;2
DF;ENTRADA;OUTROS;NOVA ZELÂNDIA;2
DF;ENTRADA;OUTROS;PALESTINA;2
DF;ENTRADA;OUTROS;PANAMÁ;1
DF;ENTRADA;OUTROS;PAÍSES BAIXOS;4
DF;ENTRADA;OUTROS;PERU;12
DF;ENTRADA;OUTROS;POLÔNIA;2
DF;ENTRADA;OUTROS;PORTUGAL;25
DF;ENTRADA;OUTROS;REINO UNIDO;14
DF;ENTRADA;OUTROS;REPÚBLICA DOMINICANA;9
DF;ENTRADA;OUTROS;REPÚBLICA TCHECA;5
DF;ENTRADA;OUTROS;RÚSSIA;18
DF;ENTRADA;OUTROS;SENEGAL;3
DF;ENTRADA;OUTROS;SINGAPURA;4
DF;ENTRADA;OUTROS;SUÉCIA;1
DF;ENTRADA;OUTROS;SUÍÇA;6
DF;ENTRADA;OUTROS;TIMOR LESTE;2
DF;ENTRADA;OUTROS;TRINIDAD E TOBAGO;1
DF;ENTRADA;OUTROS;TURQUIA;4
DF;ENTRADA;OUTROS;VATICANO;1
DF;ENTRADA;OUTROS;VENEZUELA;1
DF;ENTRADA;OUTROS;ÁUSTRIA;4
DF;ENTRADA;OUTROS;BRASIL;1
DF;ENTRADA;OUTROS;ANGOLA;2
DF;ENTRADA;OUTROS;ARGENTINA;3
DF;ENTRADA;OUTROS;BOLÍVIA;2
DF;ENTRADA;OUTROS;BRASIL;1427
DF;ENTRADA;OUTROS;COLÔMBIA;6
DF;ENTRADA;OUTROS;COSTA RICA;3
DF;ENTRADA;OUTROS;DINAMARCA;1
DF;ENTRADA;OUTROS;ESPANHA;3
DF;ENTRADA;OUTROS;ESTADOS UNIDOS;24
DF;ENTRADA;OUTROS;ITÁLIA;1
DF;ENTRADA;OUTROS;PANAMÁ;158
DF;ENTRADA;OUTROS;PAÍSES BAIXOS;1
DF;ENTRADA;OUTROS;PERU;180
DF;ENTRADA;OUTROS;PORTUGAL;286
DF;ENTRADA;OUTROS;REPÚBLICA DOMINICANA;1
DF;ENTRADA;OUTROS;RÚSSIA;28
DF;ENTRADA;OUTROS;URUGUAI;7
DF;ENTRADA;OUTROS;VENEZUELA;5
DF;ENTRADA;OUTROS;PORTUGAL;12
DF;ENTRADA;OUTROS;ISRAEL;2
DF;ENTRADA;OUTROS;COLÔMBIA;1
DF;ENTRADA;OUTROS;CHILE;2
DF;ENTRADA;OUTROS;BÉLGICA;1
DF;ENTRADA;OUTROS;COLÔMBIA;11
DF;ENTRADA;OUTROS;EQUADOR;2
DF;ENTRADA;OUTROS;ESPANHA;1
DF;ENTRADA;OUTROS;ESTADOS UNIDOS;2
DF;ENTRADA;OUTROS;FRANÇA;3
DF;ENTRADA;OUTROS;MÉXICO;1
DF;ENTRADA;OUTROS;PERU;3
DF;ENTRADA;OUTROS;PORTUGAL;1
DF;ENTRADA;OUTROS;REINO UNIDO;2
DF;ENTRADA;OUTROS;TURQUIA;1
DF;ENTRADA;OUTROS;ALEMANHA;9
DF;ENTRADA;OUTROS;ARGENTINA;1
DF;ENTRADA;OUTROS;AUSTRÁLIA;1
DF;ENTRADA;OUTROS;BARBADOS;1
DF;ENTRADA;OUTROS;BÉLGICA;5
DF;ENTRADA;OUTROS;CANADÁ;1
DF;ENTRADA;OUTROS;CHILE;3
DF;ENTRADA;OUTROS;COLÔMBIA;7
DF;ENTRADA;OUTROS;COSTA RICA;2
DF;ENTRADA;OUTROS;CUBA;4
DF;ENTRADA;OUTROS;ESLOVÁQUIA;1
DF;ENTRADA;OUTROS;ESPANHA;33
DF;ENTRADA;OUTROS;ESTADOS UNIDOS;20
DF;ENTRADA;OUTROS;FRANÇA;11
DF;ENTRADA;OUTROS;GUATEMALA;1
DF;ENTRADA;OUTROS;HUNGRIA;1
DF;ENTRADA;OUTROS;IRLANDA;4
DF;ENTRADA;OUTROS;ITÁLIA;74
DF;ENTRADA;OUTROS;LUXEMBURGO;1
DF;ENTRADA;OUTROS;MÉXICO;1
DF;ENTRADA;OUTROS;PANAMÁ;4
DF;ENTRADA;OUTROS;PAÍSES BAIXOS;1
DF;ENTRADA;OUTROS;PERU;13
DF;ENTRADA;OUTROS;POLÔNIA;1
DF;ENTRADA;OUTROS;PORTUGAL;128
DF;ENTRADA;OUTROS;REINO UNIDO;5
DF;ENTRADA;OUTROS;SUÉCIA;3
DF;ENTRADA;OUTROS;SUÍÇA;6
DF;ENTRADA;OUTROS;URUGUAI;1
DF;ENTRADA;OUTROS;VENEZUELA;1
DF;ENTRADA;OUTROS;ÁUSTRIA;4
DF;ENTRADA;OUTROS;BOLÍVIA;2
DF;ENTRADA;OUTROS;BRASIL;8
DF;ENTRADA;TEMPORÁRIO;ALEMANHA;3
DF;ENTRADA;TEMPORÁRIO;ARGENTINA;3
DF;ENTRADA;TEMPORÁRIO;COLÔMBIA;1
DF;ENTRADA;TEMPORÁRIO;CUBA;4
DF;ENTRADA;TEMPORÁRIO;ESPANHA;2
DF;ENTRADA;TEMPORÁRIO;ESTADOS UNIDOS;7
DF;ENTRADA;TEMPORÁRIO;FRANÇA;16
DF;ENTRADA;TEMPORÁRIO;ITÁLIA;1
DF;ENTRADA;TEMPORÁRIO;MOÇAMBIQUE;1
DF;ENTRADA;TEMPORÁRIO;MÉXICO;1
DF;ENTRADA;TEMPORÁRIO;NICARÁGUA;1
DF;ENTRADA;TEMPORÁRIO;PAÍSES BAIXOS;1
DF;ENTRADA;TEMPORÁRIO;PERU;4
DF;ENTRADA;TEMPORÁRIO;REINO UNIDO;1
DF;ENTRADA;TEMPORÁRIO;REPÚBLICA DOMINICANA;1
DF;ENTRADA;TEMPORÁRIO;SUÉCIA;2
DF;ENTRADA;TEMPORÁRIO;SUÍÇA;1
DF;ENTRADA;TEMPORÁRIO;SÃO TOMÉ E PRÍNCIPE;1
DF;ENTRADA;TEMPORÁRIO;VENEZUELA;3
DF;ENTRADA;OUTROS;BRASIL;37622
DF;SAIDA;PERMANENTE;ALEMANHA;14
DF;SAIDA;PERMANENTE;ARGENTINA;48
DF;SAIDA;PERMANENTE;AUSTRÁLIA;3
DF;SAIDA;PERMANENTE;BOLÍVIA;3
DF;SAIDA;PERMANENTE;CANADÁ;4
DF;SAIDA;PERMANENTE;CAZAQUISTÃO;1
DF;SAIDA;PERMANENTE;CHILE;23
DF;SAIDA;PERMANENTE;CHINA;23
DF;SAIDA;PERMANENTE;COLÔMBIA;154
DF;SAIDA;PERMANENTE;CORÉIA DO SUL;3
DF;SAIDA;PERMANENTE;COSTA RICA;3
DF;SAIDA;PERMANENTE;CROÁCIA;2
DF;SAIDA;PERMANENTE;CUBA;29
DF;SAIDA;PERMANENTE;EL SALVADOR;6
DF;SAIDA;PERMANENTE;EQUADOR;11
DF;SAIDA;PERMANENTE;ESPANHA;17
DF;SAIDA;PERMANENTE;ESTADOS UNIDOS;68
DF;SAIDA;PERMANENTE;FRANÇA;15
DF;SAIDA;PERMANENTE;GRÉCIA;1
DF;SAIDA;PERMANENTE;GUATEMALA;1
DF;SAIDA;PERMANENTE;ISRAEL;1
DF;SAIDA;PERMANENTE;ITÁLIA;24
DF;SAIDA;PERMANENTE;JAPÃO;3
DF;SAIDA;PERMANENTE;JORDÂNIA;1
DF;SAIDA;PERMANENTE;MÉXICO;8
DF;SAIDA;PERMANENTE;NICARÁGUA;1
DF;SAIDA;PERMANENTE;NIGÉRIA;1
DF;SAIDA;PERMANENTE;NORUEGA;1
DF;SAIDA;PERMANENTE;NOVA ZELÂNDIA;1
DF;SAIDA;PERMANENTE;PANAMÁ;1
DF;SAIDA;PERMANENTE;PARAGUAI;1
DF;SAIDA;PERMANENTE;PAÍSES BAIXOS;6
DF;SAIDA;PERMANENTE;PERU;116
DF;SAIDA;PERMANENTE;POLÔNIA;1
DF;SAIDA;PERMANENTE;PORTUGAL;54
DF;SAIDA;PERMANENTE;REINO UNIDO;7
DF;SAIDA;PERMANENTE;ROMÊNIA;1
DF;SAIDA;PERMANENTE;RÚSSIA;3
DF;SAIDA;PERMANENTE;SUÉCIA;2
DF;SAIDA;PERMANENTE;SUÍÇA;9
DF;SAIDA;PERMANENTE;SÃO TOMÉ E PRÍNCIPE;1
DF;SAIDA;PERMANENTE;TAIWAN;1
DF;SAIDA;PERMANENTE;URUGUAI;5
DF;SAIDA;PERMANENTE;VENEZUELA;21
DF;SAIDA;PERMANENTE;ÁUSTRIA;2
DF;SAIDA;PERMANENTE;ÍNDIA;1
DF;SAIDA;VISITANTE;ALEMANHA;115
DF;SAIDA;VISITANTE;ARGENTINA;2184
DF;SAIDA;VISITANTE;ARGÉLIA;1
DF;SAIDA;VISITANTE;ARMÊNIA;3
DF;SAIDA;VISITANTE;AUSTRÁLIA;33
DF;SAIDA;VISITANTE;AZERBAIJÃO;2
DF;SAIDA;VISITANTE;BAHAMAS;1
DF;SAIDA;VISITANTE;BELIZE;1
DF;SAIDA;VISITANTE;BOLÍVIA;17
DF;SAIDA;VISITANTE;BULGÁRIA;4
DF;SAIDA;VISITANTE;BURUNDI;1
DF;SAIDA;VISITANTE;BÉLGICA;45
DF;SAIDA;VISITANTE;BÓSNIA E HERZEGOVINA;1
DF;SAIDA;VISITANTE;CANADÁ;89
DF;SAIDA;VISITANTE;CAZAQUISTÃO;1
DF;SAIDA;VISITANTE;CHILE;357
DF;SAIDA;VISITANTE;CHINA;46
DF;SAIDA;VISITANTE;COLÔMBIA;727
DF;SAIDA;VISITANTE;CORÉIA DO SUL;6
DF;SAIDA;VISITANTE;COSTA RICA;31
DF;SAIDA;VISITANTE;CROÁCIA;4
DF;SAIDA;VISITANTE;CUBA;19
DF;SAIDA;VISITANTE;DINAMARCA;3
DF;SAIDA;VISITANTE;EGITO;1
DF;SAIDA;VISITANTE;EL SALVADOR;9
DF;SAIDA;VISITANTE;EQUADOR;31
DF;SAIDA;VISITANTE;ESLOVÁQUIA;3
DF;SAIDA;VISITANTE;ESPANHA;142
DF;SAIDA;VISITANTE;ESTADOS UNIDOS;1286
DF;SAIDA;VISITANTE;ETIÓPIA;1
DF;SAIDA;VISITANTE;FILIPINAS;1
DF;SAIDA;VISITANTE;FINLÂNDIA;5
DF;SAIDA;VISITANTE;FRANÇA;141
DF;SAIDA;VISITANTE;GRANADA;1
DF;SAIDA;VISITANTE;GRÉCIA;6
DF;SAIDA;VISITANTE;GUATEMALA;9
DF;SAIDA;VISITANTE;GUIANA;2
DF;SAIDA;VISITANTE;GUINÉ BISSAU;1
DF;SAIDA;VISITANTE;HONDURAS;11
DF;SAIDA;VISITANTE;HUNGRIA;2
DF;SAIDA;VISITANTE;INDONÉSIA;4
DF;SAIDA;VISITANTE;IRLANDA;30
DF;SAIDA;VISITANTE;IRÃ;2
DF;SAIDA;VISITANTE;ISLÂNDIA;4
DF;SAIDA;VISITANTE;ISRAEL;13
DF;SAIDA;VISITANTE;ITÁLIA;139
DF;SAIDA;VISITANTE;JAMAICA;3
DF;SAIDA;VISITANTE;JAPÃO;11
DF;SAIDA;VISITANTE;LETÔNIA;1
DF;SAIDA;VISITANTE;LITUÂNIA;1
DF;SAIDA;VISITANTE;LUXEMBURGO;4
DF;SAIDA;VISITANTE;MACEDÔNIA;3
DF;SAIDA;VISITANTE;MALTA;2
DF;SAIDA;VISITANTE;MALÁSIA;1
DF;SAIDA;VISITANTE;MARROCOS;3
DF;SAIDA;VISITANTE;MOÇAMBIQUE;1
DF;SAIDA;VISITANTE;MÉXICO;92
DF;SAIDA;VISITANTE;NICARÁGUA;3
DF;SAIDA;VISITANTE;NORUEGA;24
DF;SAIDA;VISITANTE;NOVA ZELÂNDIA;7
DF;SAIDA;VISITANTE;PALESTINA;1
DF;SAIDA;VISITANTE;PANAMÁ;40
DF;SAIDA;VISITANTE;PAQUISTÃO;3
DF;SAIDA;VISITANTE;PARAGUAI;22
DF;SAIDA;VISITANTE;PAÍSES BAIXOS;51
DF;SAIDA;VISITANTE;PERU;517
DF;SAIDA;VISITANTE;POLÔNIA;19
DF;SAIDA;VISITANTE;PORTUGAL;370
DF;SAIDA;VISITANTE;REINO UNIDO;144
DF;SAIDA;VISITANTE;REPÚBLICA DOMINICANA;31
DF;SAIDA;VISITANTE;REPÚBLICA TCHECA;9
DF;SAIDA;VISITANTE;ROMÊNIA;5
DF;SAIDA;VISITANTE;RÚSSIA;12
DF;SAIDA;VISITANTE;SINGAPURA;2
DF;SAIDA;VISITANTE;SUÉCIA;16
DF;SAIDA;VISITANTE;SUÍÇA;88
DF;SAIDA;VISITANTE;SÃO CRISTOVÃO E NEVIS;1
DF;SAIDA;VISITANTE;SÉRVIA;5
DF;SAIDA;VISITANTE;TAILÂNDIA;1
DF;SAIDA;VISITANTE;TAIWAN;3
DF;SAIDA;VISITANTE;TOGO;1
DF;SAIDA;VISITANTE;TUNÍSIA;2
DF;SAIDA;VISITANTE;TURQUIA;4
DF;SAIDA;VISITANTE;UCRÂNIA;4
DF;SAIDA;VISITANTE;URUGUAI;20
DF;SAIDA;VISITANTE;VENEZUELA;92
DF;SAIDA;VISITANTE;ZIMBÁBUE;4
DF;SAIDA;VISITANTE;ÁFRICA DO SUL;4
DF;SAIDA;VISITANTE;ÁUSTRIA;11
DF;SAIDA;VISITANTE;ÍNDIA;4
DF;SAIDA;VISITANTE;ALEMANHA;5
DF;SAIDA;VISITANTE;ARGENTINA;22
DF;SAIDA;VISITANTE;BAHAMAS;2
DF;SAIDA;VISITANTE;BARBADOS;1
DF;SAIDA;VISITANTE;BELIZE;1
DF;SAIDA;VISITANTE;BOLÍVIA;1
DF;SAIDA;VISITANTE;BÉLGICA;1
DF;SAIDA;VISITANTE;CANADÁ;1
DF;SAIDA;VISITANTE;CHILE;10
DF;SAIDA;VISITANTE;CHINA;9
DF;SAIDA;VISITANTE;COLÔMBIA;39
DF;SAIDA;VISITANTE;COSTA RICA;2
DF;SAIDA;VISITANTE;CROÁCIA;4
DF;SAIDA;VISITANTE;CUBA;3
DF;SAIDA;VISITANTE;DOMINICA;1
DF;SAIDA;VISITANTE;EL SALVADOR;3
DF;SAIDA;VISITANTE;EQUADOR;7
DF;SAIDA;VISITANTE;ESPANHA;4
DF;SAIDA;VISITANTE;ESTADOS UNIDOS;11
DF;SAIDA;VISITANTE;FINLÂNDIA;2
DF;SAIDA;VISITANTE;FRANÇA;1
DF;SAIDA;VISITANTE;GRANADA;1
DF;SAIDA;VISITANTE;GRÉCIA;1
DF;SAIDA;VISITANTE;GUATEMALA;6
DF;SAIDA;VISITANTE;GUIANA;1
DF;SAIDA;VISITANTE;HONDURAS;2
DF;SAIDA;VISITANTE;IRLANDA;1
DF;SAIDA;VISITANTE;ISRAEL;1
DF;SAIDA;VISITANTE;ITÁLIA;4
DF;SAIDA;VISITANTE;MALTA;1
DF;SAIDA;VISITANTE;MÉXICO;4
DF;SAIDA;VISITANTE;NICARÁGUA;1
DF;SAIDA;VISITANTE;PANAMÁ;4
DF;SAIDA;VISITANTE;PERU;31
DF;SAIDA;VISITANTE;POLÔNIA;1
DF;SAIDA;VISITANTE;PORTUGAL;10
DF;SAIDA;VISITANTE;REINO UNIDO;5
DF;SAIDA;VISITANTE;REPÚBLICA DOMINICANA;9
DF;SAIDA;VISITANTE;RÚSSIA;1
DF;SAIDA;VISITANTE;SUÉCIA;4
DF;SAIDA;VISITANTE;SUÍÇA;2
DF;SAIDA;VISITANTE;TURQUIA;3
DF;SAIDA;VISITANTE;VENEZUELA;3
DF;SAIDA;VISITANTE;ÍNDIA;2
DF;SAIDA;VISITANTE;ARGENTINA;24
DF;SAIDA;VISITANTE;CHILE;4
DF;SAIDA;VISITANTE;ESLOVÁQUIA;1
DF;SAIDA;VISITANTE;ESPANHA;1
DF;SAIDA;VISITANTE;ESTADOS UNIDOS;1
DF;SAIDA;VISITANTE;FRANÇA;1
DF;SAIDA;VISITANTE;GUATEMALA;2
DF;SAIDA;VISITANTE;ITÁLIA;1
DF;SAIDA;VISITANTE;NORUEGA;4
DF;SAIDA;VISITANTE;PARAGUAI;1
DF;SAIDA;VISITANTE;PERU;1
DF;SAIDA;VISITANTE;PORTUGAL;1
DF;SAIDA;VISITANTE;VENEZUELA;50
DF;SAIDA;VISITANTE;ALEMANHA;1
DF;SAIDA;VISITANTE;ARGENTINA;5
DF;SAIDA;VISITANTE;EQUADOR;1
DF;SAIDA;VISITANTE;PERU;2
DF;SAIDA;VISITANTE;ARGENTINA;1
DF;SAIDA;VISITANTE;CHILE;1
DF;SAIDA;VISITANTE;COLÔMBIA;2
DF;SAIDA;VISITANTE;CUBA;1
DF;SAIDA;VISITANTE;ESTADOS UNIDOS;5
DF;SAIDA;VISITANTE;PERU;6
DF;SAIDA;VISITANTE;REPÚBLICA DOMINICANA;1
DF;SAIDA;OUTROS;GRÉCIA;2
DF;SAIDA;OUTROS;CHINA;1
DF;SAIDA;OUTROS;ESTADOS UNIDOS;1
DF;SAIDA;OUTROS;ZIMBÁBUE;1
DF;SAIDA;OUTROS;ARGENTINA;1
DF;SAIDA;OUTROS;BRASIL;6
DF;SAIDA;OUTROS;CHINA;8
DF;SAIDA;OUTROS;COLÔMBIA;1
DF;SAIDA;OUTROS;CUBA;1
DF;SAIDA;OUTROS;DINAMARCA;1
DF;SAIDA;OUTROS;EL SALVADOR;1
DF;SAIDA;OUTROS;ESPANHA;1
DF;SAIDA;OUTROS;ESTADOS UNIDOS;13
DF;SAIDA;OUTROS;FRANÇA;9
DF;SAIDA;OUTROS;PERU;2
DF;SAIDA;OUTROS;PORTUGAL;1
DF;SAIDA;OUTROS;ALEMANHA;2
DF;SAIDA;OUTROS;ANGOLA;1
DF;SAIDA;OUTROS;ARGENTINA;5
DF;SAIDA;OUTROS;ARGÉLIA;1
DF;SAIDA;OUTROS;ARMÊNIA;1
DF;SAIDA;OUTROS;ARÁBIA SAUDITA;2
DF;SAIDA;OUTROS;AZERBAIJÃO;1
DF;SAIDA;OUTROS;BELARUS;1
DF;SAIDA;OUTROS;BOLÍVIA;3
DF;SAIDA;OUTROS;BRASIL;19
DF;SAIDA;OUTROS;BURKINA FASO;1
DF;SAIDA;OUTROS;BÉLGICA;7
DF;SAIDA;OUTROS;CABO VERDE;1
DF;SAIDA;OUTROS;CANADÁ;2
DF;SAIDA;OUTROS;CHILE;7
DF;SAIDA;OUTROS;CHINA;9
DF;SAIDA;OUTROS;COLÔMBIA;7
DF;SAIDA;OUTROS;CORÉIA DO NORTE;5
DF;SAIDA;OUTROS;COSTA RICA;2
DF;SAIDA;OUTROS;CUBA;1
DF;SAIDA;OUTROS;DINAMARCA;5
DF;SAIDA;OUTROS;EGITO;8
DF;SAIDA;OUTROS;EL SALVADOR;3
DF;SAIDA;OUTROS;EMIRADOS ÁRABES UNIDOS;1
DF;SAIDA;OUTROS;EQUADOR;12
DF;SAIDA;OUTROS;ESLOVÁQUIA;2
DF;SAIDA;OUTROS;ESLOVÊNIA;2
DF;SAIDA;OUTROS;ESPANHA;5
DF;SAIDA;OUTROS;ESTADOS UNIDOS;37
DF;SAIDA;OUTROS;ESTÔNIA;1
DF;SAIDA;OUTROS;FRANÇA;5
DF;SAIDA;OUTROS;GUATEMALA;3
DF;SAIDA;OUTROS;GUIANA;2
DF;SAIDA;OUTROS;GUINÉ BISSAU;1
DF;SAIDA;OUTROS;HAITI;1
DF;SAIDA;OUTROS;INDONÉSIA;2
DF;SAIDA;OUTROS;IRÃ;2
DF;SAIDA;OUTROS;ITÁLIA;4
DF;SAIDA;OUTROS;JAPÃO;6
DF;SAIDA;OUTROS;LUXEMBURGO;3
DF;SAIDA;OUTROS;MARROCOS;3
DF;SAIDA;OUTROS;MYANMAR;1
DF;SAIDA;OUTROS;MÉXICO;4
DF;SAIDA;OUTROS;NEPAL;1
DF;SAIDA;OUTROS;NIGÉRIA;1
DF;SAIDA;OUTROS;NORUEGA;1
DF;SAIDA;OUTROS;PANAMÁ;2
DF;SAIDA;OUTROS;PERU;8
DF;SAIDA;OUTROS;POLÔNIA;3
DF;SAIDA;OUTROS;PORTUGAL;3
DF;SAIDA;OUTROS;REINO UNIDO;10
DF;SAIDA;OUTROS;REPÚBLICA DOMINICANA;2
DF;SAIDA;OUTROS;ROMÊNIA;2
DF;SAIDA;OUTROS;RÚSSIA;7
DF;SAIDA;OUTROS;SUÉCIA;5
DF;SAIDA;OUTROS;SUÍÇA;1
DF;SAIDA;OUTROS;SÉRVIA;1
DF;SAIDA;OUTROS;TIMOR LESTE;1
DF;SAIDA;OUTROS;TRINIDAD E TOBAGO;2
DF;SAIDA;OUTROS;ÁUSTRIA;1
DF;SAIDA;OUTROS;ÍNDIA;1
DF;SAIDA;OUTROS;;1
DF;SAIDA;OUTROS;ARGENTINA;4
DF;SAIDA;OUTROS;BOLÍVIA;3
DF;SAIDA;OUTROS;BRASIL;1481
DF;SAIDA;OUTROS;CATAR;1
DF;SAIDA;OUTROS;COLÔMBIA;7
DF;SAIDA;OUTROS;CORÉIA DO SUL;1
DF;SAIDA;OUTROS;COSTA RICA;3
DF;SAIDA;OUTROS;DINAMARCA;1
DF;SAIDA;OUTROS;ESPANHA;3
DF;SAIDA;OUTROS;ESTADOS UNIDOS;5
DF;SAIDA;OUTROS;ESTÔNIA;1
DF;SAIDA;OUTROS;ITÁLIA;1
DF;SAIDA;OUTROS;PANAMÁ;155
